attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,csv_name,file_name,csv_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,sample_size,avg_l2,avg_l1,avg_linf,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb
hopskip,True,,50,500,,,,,,,,10000,100,80,,,hopskipnan501000010080_succ,gen_list_hopskip,cifar,conv12,100,85,85,1.0,8.546154606342316,,0.1548091171514913,6.1608525130262155,0.017940275278608416,1.1464450635701093e-05,0.9999361029575304,345.9607550704829,0.005705251117865211,0.9855815386035545,0.9987346182864436,49.743146611358746,48.602246036665136
hopskip,False,,50,500,,,,,,,,10000,100,80,,,hopskipnan501000010080_miss,gen_list_hopskip,cifar,conv12,100,85,0,1.0,8.546154606342316,,0.0,0.0,0.0,,,,,,,,48.602246036665136
hopskip,True,,50,500,,,,,,,,10000,100,100,,,hopskipnan5010000100100_succ,gen_list_hopskip,cifar,conv12,100,85,85,1.0,8.023876714706422,,0.16519701427008573,6.5977519188345255,0.018964781093281174,1.3476750972566716e-05,0.9999314757526421,368.62267993826026,0.006038303156494283,0.9852461440096473,0.9986216191971671,53.001498775079796,48.09023247726794
hopskip,False,,50,500,,,,,,,,10000,100,100,,,hopskipnan5010000100100_miss,gen_list_hopskip,cifar,conv12,100,85,0,1.0,8.023876714706422,,0.0,0.0,0.0,,,,,,,,48.09023247726794
hopskip,True,,50,500,,,,,,,,10000,100,150,,,hopskipnan5010000100150_succ,gen_list_hopskip,cifar,conv12,100,85,85,1.0,8.598098061084748,,0.1619152506378811,6.446481613548906,0.018816981554082925,1.3206021198070509e-05,0.999933495153243,357.8373738888863,0.00592545297290678,0.9850370566955687,0.9987392450874997,51.453987957892636,48.346320414886065
hopskip,False,,50,500,,,,,,,,10000,100,150,,,hopskipnan5010000100150_miss,gen_list_hopskip,cifar,conv12,100,85,0,1.0,8.598098061084748,,0.0,0.0,0.0,,,,,,,,48.346320414886065
hopskip,True,,50,500,,,,,,,,10000,100,200,,,hopskipnan5010000100200_succ,gen_list_hopskip,cifar,conv12,100,85,85,1.0,8.25370551109314,,0.16119222629136032,6.41995506695611,0.018812970328805363,1.298289928162516e-05,0.9999284295288912,363.0176361934679,0.006029131819054427,0.9871353835779608,0.9985022138482783,52.157883158144124,48.2821274260534
hopskip,False,,50,500,,,,,,,,10000,100,200,,,hopskipnan5010000100200_miss,gen_list_hopskip,cifar,conv12,100,85,0,1.0,8.25370551109314,,0.0,0.0,0.0,,,,,,,,48.2821274260534
hopskip,True,,50,500,,,,,,,,10000,100,100,,,hopskipnan5010000100100_succ,gen_list_hopskip,cifar,conv12,100,85,85,1.0,8.507770314216614,,0.16642299435171853,6.628602203239954,0.020034834255121703,1.422110738496962e-05,0.9999218541378868,372.56314641141915,0.006153320946429422,0.9850290583955402,0.9983798872929018,53.55723342906911,48.24730763534334
hopskip,False,,50,500,,,,,,,,10000,100,100,,,hopskipnan5010000100100_miss,gen_list_hopskip,cifar,conv12,100,85,0,1.0,8.507770314216614,,0.0,0.0,0.0,,,,,,,,48.24730763534334
hopskip,True,,100,500,,,,,,,,10000,100,100,,,hopskipnan10010000100100_succ,gen_list_hopskip,cifar,conv12,100,85,85,1.0,21.004952566623686,,0.14127933219158997,5.40497124273597,0.01756438855481395,9.963256112303006e-06,0.9999477410636588,312.6752389904088,0.005134150179677603,0.9882912025074593,0.9991618700008443,44.95590643612643,49.234259864123146
hopskip,False,,100,500,,,,,,,,10000,100,100,,,hopskipnan10010000100100_miss,gen_list_hopskip,cifar,conv12,100,85,0,1.0,21.004952566623686,,0.0,0.0,0.0,,,,,,,,49.234259864123146
hopskip,True,,200,500,,,,,,,,10000,100,100,,,hopskipnan20010000100100_succ,gen_list_hopskip,cifar,conv12,100,85,85,1.0,52.90081108570099,,0.1295814782823884,4.843519663813379,0.016539398612413707,8.054007484560887e-06,0.9999539187268751,293.0041328226611,0.004753348193717672,0.9909089521955841,0.9993476655666268,42.10740013363806,49.510033839728536
hopskip,False,,200,500,,,,,,,,10000,100,100,,,hopskipnan20010000100100_miss,gen_list_hopskip,cifar,conv12,100,85,0,1.0,52.90081108570099,,0.0,0.0,0.0,,,,,,,,49.510033839728536
hopskip,True,,300,500,,,,,,,,10000,100,100,,,hopskipnan30010000100100_succ,gen_list_hopskip,cifar,conv12,100,85,85,1.0,93.41137708902359,,0.13239362056230666,4.912620364357058,0.016552758241950988,8.478876602838814e-06,0.9999498015122537,300.47174297097087,0.004859981829772587,0.9898534146166403,0.9992439717416902,43.18405122127679,49.38550296324188
hopskip,False,,300,500,,,,,,,,10000,100,100,,,hopskipnan30010000100100_miss,gen_list_hopskip,cifar,conv12,100,85,0,1.0,93.41137708902359,,0.0,0.0,0.0,,,,,,,,49.38550296324188
