attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,csv_name,file_name,csv_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,avg_l2,avg_l1,avg_linf,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb
cw2,True,50,100,500,,,,,,,,,,,,,cw250.0100_succ,gen_list_3,cifar,conv12,100,85,81,0.9529411764705882,7.674540357589722,2.246875051363015,81.07212104326413,0.2651848533639201,0.0020382609994785248,0.992559592633132,4811.821061358144,0.07889288387888713,0.7831279594682031,0.9896832206162055,689.9735795002881,27.542264919052858
cw2,False,50,100.0,500,,,,,,,,,,,,,cw250.0100_miss,gen_list_3,cifar,conv12,100,85,4,0.9529411764705882,7.674540357589722,0.0,0.0,0.0,0.0,1.0,0.0,4.59628796026135e-08,1.0,0.9999999908610948,0.0,27.542264919052858
cw2,True,40,100.0,500,,,,,,,,,,,,,cw240.0100_succ,gen_list_3,cifar,conv12,100,85,82,0.9647058823529412,3.160582344532013,1.6576811489535541,59.20282096397586,0.2034996920605985,0.001131144337460357,0.9957554877930423,3558.292661857331,0.05819141255222783,0.8401830039924294,0.9931010070479718,510.27348078978844,29.927221533242506
cw2,False,40,100.0,500,,,,,,,,,,,,,cw240.0100_miss,gen_list_3,cifar,conv12,100,85,3,0.9647058823529412,3.160582344532013,0.0,0.0,0.0,0.0,1.0,0.0,4.3383719785720566e-08,1.0,0.9999999894573942,0.0,29.927221533242506
cw2,True,30,100.0,500,,,,,,,,,,,,,cw230.0100_succ,gen_list_3,cifar,conv12,100,85,82,0.9647058823529412,3.169978241920471,1.1452422589063644,41.06215324634459,0.1399245520190495,0.0005117110942610322,0.9980757470251087,2467.0291101037565,0.04043280579985897,0.8924643141965114,0.9928502658989469,353.70622167042336,32.601704445092345
cw2,False,30,100.0,500,,,,,,,,,,,,,cw230.0100_miss,gen_list_3,cifar,conv12,100,85,3,0.9647058823529412,3.169978241920471,0.0,0.0,0.0,0.0,1.0,0.0,4.3383719785720566e-08,1.0,0.9999999894573942,0.0,32.601704445092345
cw2,True,20,100.0,500,,,,,,,,,,,,,cw220.0100_succ,gen_list_3,cifar,conv12,100,85,85,1.0,3.1266059279441833,0.7473283062962924,26.478483390808105,0.09077458311529721,0.00022513564067839123,0.9990685993875932,1657.8452165554706,0.026824453233200388,0.9383018634669815,0.9948612985407355,237.82340664446986,35.793071076867705
cw2,False,20,100.0,500,,,,,,,,,,,,,cw220.0100_miss,gen_list_3,cifar,conv12,100,85,0,1.0,3.1266059279441833,0.0,0.0,0.0,,,,,,,,35.793071076867705
cw2,True,15,100.0,500,,,,,,,,,,,,,cw215.0100_succ,gen_list_3,cifar,conv12,100,85,85,1.0,3.095945665836334,0.5415466697777018,19.170475157569438,0.06901485727113836,0.00011256610347907216,0.9995119397819298,1201.496085798875,0.019495805080737488,0.95944551455837,0.9964956453628486,172.42063902653874,37.94252326481175
cw2,False,15,100.0,500,,,,,,,,,,,,,cw215.0100_miss,gen_list_3,cifar,conv12,100,85,0,1.0,3.095945665836334,0.0,0.0,0.0,,,,,,,,37.94252326481175
