attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,file_name,csv_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,avg_l2,avg_l1,avg_linf,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb,magnet_det_rate,squeezer_det_rate
zoo,True,10,110,500,,,,,,,,,,,,zoo11010.0_succ,gen_list_zoo,cifar,conv12,100,85,63,0.7411764705882353,33.81675495862961,0.6843947426287512,12.045307523246915,0.0571348463472383,0.0001979176653768,0.9988790508597594,1454.965786189145,0.0251272857781242,0.915846460166484,0.9998151215841544,209.6333594157256,37.69239243871645,0.015873015873015872,0.09523809523809523
zoo,True,10,120,500,,,,,,,,,,,,zoo12010.0_succ,gen_list_zoo,cifar,conv12,100,85,73,0.8588235294117647,36.72896924972534,0.7861566652628723,14.52147331779502,0.0636893804010735,0.0002629703321601,0.9985279849068012,1653.595418615806,0.0282665173415773,0.8942130681072529,0.9995546894690472,238.39140137805504,36.37255100829432,0.0547945205479452,0.1506849315068493
zoo,True,10,130,500,,,,,,,,,,,,zoo13010.0_succ,gen_list_zoo,cifar,conv12,100,85,75,0.8823529411764706,39.65387356758118,0.8595882220407265,16.417311712274763,0.0677231192670616,0.0003271481209919,0.99827783828143,1811.712496431771,0.0312689682430978,0.8973061368838912,1.0005035979842754,261.0546863523925,36.08874228764842,0.04,0.14666666666666667
zoo,True,10,140,500,,,,,,,,,,,,zoo14010.0_succ,gen_list_zoo,cifar,conv12,100,85,78,0.9176470588235294,42.43948551416397,0.8560430392120721,16.194456240961983,0.0680663293140461,0.0003174665840592,0.9984061397919846,1839.4248806972469,0.0312653182594407,0.8992303926282892,1.0001798686281758,264.91749626419704,36.04629216472974,0.0641025641025641,0.16666666666666666
zoo,True,10,150,500,,,,,,,,,,,,zoo15010.0_succ,gen_list_zoo,cifar,conv12,100,85,78,0.9176470588235294,45.71008771657944,0.8539093618704922,16.222726141527268,0.0678107221310704,0.0003183127425408,0.9982950948765082,1831.0681544776771,0.0310031685808814,0.8981927406492002,1.0003129574360068,263.87824587499915,36.01757631427418,0.07692307692307693,0.15384615384615385
zoo,True,10,160,500,,,,,,,,,,,,zoo16010.0_succ,gen_list_zoo,cifar,conv12,100,85,80,0.9411764705882352,48.59693720579148,0.906872982111988,17.514253038164135,0.0709892643272292,0.000357546337008,0.9982058577847877,1894.844351951005,0.0325726082159798,0.8920042664367399,0.9989441106874226,273.1626322070805,35.47956816761674,0.0625,0.1875
zoo,True,10,170,500,,,,,,,,,,,,zoo17010.0_succ,gen_list_zoo,cifar,conv12,100,85,80,0.9411764705882352,51.62736388206482,0.9077126027762225,17.700274592352375,0.0708644604792489,0.0003687577295981,0.998201153812883,1871.2086216982932,0.0322976278470246,0.8878254395293628,0.9999976339695296,269.59860363030754,35.57827148717671,0.075,0.1375
zoo,True,10,180,500,,,,,,,,,,,,zoo18010.0_succ,gen_list_zoo,cifar,conv12,100,85,81,0.9529411764705882,53.75250408172607,0.9022140267598876,17.406035752764218,0.0706168197775343,0.0003576126573738,0.9982128553929024,1899.390273378754,0.0324648813359849,0.8898868503367323,1.0003729180526244,273.6171955473413,35.56702750979345,0.1111111111111111,0.13580246913580246
zoo,True,10,190,500,,,,,,,,,,,,zoo19010.0_succ,gen_list_zoo,cifar,conv12,100,85,76,0.8941176470588236,57.54465046644211,0.8945555873197012,17.193083838308652,0.0705149547903345,0.0003523036507423,0.9981882969689144,1885.5593981976515,0.0322181591224658,0.8896507699543844,0.999746617170582,271.516613868722,35.66692849763973,0.05263157894736842,0.19736842105263158
zoo,True,10,200,500,,,,,,,,,,,,zoo20010.0_succ,gen_list_zoo,cifar,conv12,100,85,78,0.9176470588235294,59.521439311504366,0.8943339291016711,17.362125732616228,0.0699891205890176,0.0003561474703565,0.9982122421044664,1872.584955148303,0.0322005491399775,0.8864387155391344,1.0011525226764535,269.67422925884483,35.74505802889376,0.05128205128205128,0.14102564102564102
