attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,csv_name,file_name,csv_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,avg_l2,avg_l1,avg_linf,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb
elastic,True,0.0,10.0,500,,,,,,,,,,,,,elastic100.0_succ,gen_list_2_elastic,cifar,conv12,100,85,85,1.0,2.9774509024620057,0.14687909013865624,2.8828230600146685,0.027962601820335668,9.713818118007906e-06,0.9999443650275225,324.9908198231626,0.005348074943538706,0.9949744159393483,0.9994991548988139,46.69057478459822,48.51922481366007
elastic,False,0.0,10.0,500,,,,,,,,,,,,,elastic100.0_miss,gen_list_2_elastic,cifar,conv12,100,85,0,1.0,2.9774509024620057,0.0,0.0,0.0,,,,,,,,48.51922481366007
elastic,True,0.0,30.0,500,,,,,,,,,,,,,elastic300.0_succ,gen_list_2_elastic,cifar,conv12,100,85,85,1.0,9.622750439643859,0.15466327032841304,2.6741068023092605,0.033299237927969766,1.0740960300223432e-05,0.9999414709649647,332.60273148596843,0.005576390054141382,0.994961443131039,0.9994879145109465,47.771915000341565,48.183147548146
elastic,False,0.0,30.0,500,,,,,,,,,,,,,elastic300.0_miss,gen_list_2_elastic,cifar,conv12,100,85,0,1.0,9.622750439643859,0.0,0.0,0.0,,,,,,,,48.183147548146
elastic,True,0.0,50.0,500,,,,,,,,,,,,,elastic500.0_succ,gen_list_2_elastic,cifar,conv12,100,85,85,1.0,16.966508660316467,0.1580418563721811,2.700245968734517,0.034590640927062315,1.120961547172216e-05,0.9999363229431615,342.3708480426317,0.005698320580724771,0.9949485151874707,0.999476077879882,49.18036670381405,48.04521559818495
elastic,False,0.0,50.0,500,,,,,,,,,,,,,elastic500.0_miss,gen_list_2_elastic,cifar,conv12,100,85,0,1.0,16.966508660316467,0.0,0.0,0.0,,,,,,,,48.04521559818495
elastic,True,0.0,70.0,500,,,,,,,,,,,,,elastic700.0_succ,gen_list_2_elastic,cifar,conv12,100,85,85,1.0,20.20881283044815,0.15986078555750496,2.6819169223308563,0.03598621996010051,1.141122454182451e-05,0.9999355048132117,345.7970550334975,0.005780918020128709,0.9949313929170958,0.9994102575077678,49.67440999229705,47.97969798722626
elastic,False,0.0,70.0,500,,,,,,,,,,,,,elastic700.0_miss,gen_list_2_elastic,cifar,conv12,100,85,0,1.0,20.20881283044815,0.0,0.0,0.0,,,,,,,,47.97969798722626
elastic,True,0.0,90.0,500,,,,,,,,,,,,,elastic900.0_succ,gen_list_2_elastic,cifar,conv12,100,85,85,1.0,25.233297243118287,0.1609007768004256,2.666332233478041,0.037054341943824995,1.151082009255652e-05,0.9999347640379606,,0.005796783433653692,0.9948106654459494,0.9994573045279053,,47.906009899439
elastic,False,0.0,90.0,500,,,,,,,,,,,,,elastic900.0_miss,gen_list_2_elastic,cifar,conv12,100,85,0,1.0,25.233297243118287,0.0,0.0,0.0,,,,,,,,47.906009899439
elastic,True,0.0,100.0,500,,,,,,,,,,,,,elastic1000.0_succ,gen_list_2_elastic,cifar,conv12,100,85,85,1.0,30.95908585548401,0.16294684997376274,2.625070517554003,0.03856177724459592,1.1932864931235617e-05,0.9999337293108496,,0.005873903893095935,0.9948780331511442,0.9994381504553626,,47.86871258981029
elastic,False,0.0,100.0,500,,,,,,,,,,,,,elastic1000.0_miss,gen_list_2_elastic,cifar,conv12,100,85,0,1.0,30.95908585548401,0.0,0.0,0.0,,,,,,,,47.86871258981029
elastic,True,0.0,150.0,500,,,,,,,,,,,,,elastic1500.0_succ,gen_list_2_elastic,cifar,conv12,100,85,85,1.0,42.088694458007815,0.16253187174306197,2.6783119480399527,0.037505111405078104,1.190849400256768e-05,0.9999346429287489,,0.0058447256863934085,0.9946499433892517,0.999433932682591,,47.90779682986154
elastic,False,0.0,150.0,500,,,,,,,,,,,,,elastic1500.0_miss,gen_list_2_elastic,cifar,conv12,100,85,0,1.0,42.088694458007815,0.0,0.0,0.0,,,,,,,,47.90779682986154
elastic,True,0.0,200.0,500,,,,,,,,,,,,,elastic2000.0_succ,gen_list_2_elastic,cifar,conv12,100,85,85,1.0,57.86112802028656,0.1619467419846093,2.66032074619742,0.03630147528122453,1.191298282479902e-05,0.999934426906848,,0.005824736049612666,0.9948673990806486,0.9995123768057943,,47.99498874023718
elastic,False,0.0,200.0,500,,,,,,,,,,,,,elastic2000.0_miss,gen_list_2_elastic,cifar,conv12,100,85,0,1.0,57.86112802028656,0.0,0.0,0.0,,,,,,,,47.99498874023718
