attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,file_name,csv_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,avg_l2,avg_l1,avg_linf,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb,magnet_det_rate,squeezer_det_rate
elastic,True,0.0,10.0,500,,,,,,,,,,,,elastic100.0_succ,,cifar,conv12,100,85,85,1.0,2.9774509024620057,0.1468790901386562,2.8828230600146685,0.0279626018203356,9.713818118007906e-06,0.9999443650275224,324.9908198231626,0.0053480749435387,0.9949744159393484,0.999499154898814,46.69057478459822,48.51922481366007,0.10588235294117647,0.08235294117647059
elastic,True,0.0,30.0,500,,,,,,,,,,,,elastic300.0_succ,,cifar,conv12,100,85,85,1.0,9.62275043964386,0.154663270328413,2.6741068023092605,0.0332992379279697,1.0740960300223432e-05,0.9999414709649648,332.60273148596843,0.0055763900541413,0.994961443131039,0.9994879145109464,47.771915000341565,48.183147548146,0.09411764705882353,0.08235294117647059
elastic,True,0.0,50.0,500,,,,,,,,,,,,elastic500.0_succ,,cifar,conv12,100,85,85,1.0,16.966508660316467,0.1580418563721811,2.700245968734517,0.0345906409270623,1.120961547172216e-05,0.9999363229431616,342.3708480426317,0.0056983205807247,0.9949485151874708,0.999476077879882,49.18036670381405,48.04521559818495,0.09411764705882353,0.08235294117647059
elastic,True,0.0,70.0,500,,,,,,,,,,,,elastic700.0_succ,,cifar,conv12,100,85,85,1.0,20.20881283044815,0.1598607855575049,2.6819169223308563,0.0359862199601005,1.141122454182451e-05,0.9999355048132116,345.7970550334975,0.0057809180201287,0.9949313929170958,0.9994102575077678,49.67440999229705,47.97969798722626,0.09411764705882353,0.07058823529411765
elastic,True,0.0,90.0,500,,,,,,,,,,,,elastic900.0_succ,,cifar,conv12,100,85,85,1.0,25.233297243118287,0.1609007768004256,2.666332233478041,0.0370543419438249,1.151082009255652e-05,0.9999347640379606,,0.0057967834336536,0.9948106654459494,0.9994573045279052,,47.906009899439,0.11764705882352941,0.09411764705882353
elastic,True,0.0,100.0,500,,,,,,,,,,,,elastic1000.0_succ,,cifar,conv12,100,85,85,1.0,30.95908585548401,0.1629468499737627,2.625070517554003,0.0385617772445959,1.1932864931235615e-05,0.9999337293108496,,0.0058739038930959,0.9948780331511442,0.9994381504553626,,47.86871258981029,0.09411764705882353,0.07058823529411765
elastic,True,0.0,150.0,500,,,,,,,,,,,,elastic1500.0_succ,,cifar,conv12,100,85,85,1.0,42.088694458007815,0.1625318717430619,2.6783119480399527,0.0375051114050781,1.190849400256768e-05,0.9999346429287488,,0.0058447256863934,0.9946499433892516,0.999433932682591,,47.90779682986154,0.10588235294117647,0.09411764705882353
elastic,True,0.0,200.0,500,,,,,,,,,,,,elastic2000.0_succ,,cifar,conv12,100,85,85,1.0,57.86112802028656,0.1619467419846093,2.66032074619742,0.0363014752812245,1.191298282479902e-05,0.999934426906848,,0.0058247360496126,0.9948673990806486,0.9995123768057944,,47.99498874023718,0.10588235294117647,0.08235294117647059
elastic,True,0.0,300.0,500,,,,,,,,,,,,elastic3000.0_succ,,cifar,conv12,100,85,85,1.0,89.48852747917175,0.1645643639323466,2.5458570706493715,0.0387414719690294,1.2518213125611153e-05,0.999930958109514,,0.0058966626967611,0.9944472517646128,0.9994668502925796,,47.986439922158254,0.11764705882352941,0.08235294117647059
elastic,True,"0,5",10.0,500,,,,,,,,,,,,elastic100.5_succ,,cifar,conv12,100,85,85,1.0,2.727734806537628,0.1476593521259286,2.7769048180650264,0.0291250069351757,9.749899446097354e-06,0.9999438280787872,,0.0053713791367889,0.9952256966517712,0.9995150714277968,,48.45170897825289,0.10588235294117647,0.07058823529411765
elastic,True,0.5,30.0,500,,,,,,,,,,,,elastic300.5_succ,,cifar,conv12,100,85,85,1.0,7.982278404235839,0.1571788313962957,2.6336082479533025,0.0345240956720183,1.0973517207208083e-05,0.9999400993793668,337.98867606096155,0.0056570811725806,0.9949031573072769,0.9995016684313386,48.554437320613545,47.997169448900834,0.09411764705882353,0.09411764705882353
elastic,True,0.5,50.0,500,,,,,,,,,,,,elastic500.5_succ,,cifar,conv12,100,85,85,1.0,13.470873870849609,0.160722951295183,2.6312590230913724,0.0360779303838224,1.1578470285956789e-05,0.9999343860470828,,0.0057901672240673,0.9948867109463908,0.9994429343522386,,47.95272271193484,0.09411764705882353,0.09411764705882353
elastic,True,0.5,70.0,500,,,,,,,,,,,,elastic700.5_succ,,cifar,conv12,100,85,85,1.0,18.96380207300186,0.1609383215251214,2.666292571495561,0.03605487320353,1.15385269195259e-05,0.999934638682989,,0.0058194504679898,0.9949653124918252,0.9993637469853266,,47.91476059909064,0.09411764705882353,0.07058823529411765
elastic,True,0.5,90.0,500,,,,,,,,,,,,elastic900.5_succ,,cifar,conv12,100,85,85,1.0,24.256949474811552,0.161998589961406,2.7299366177881463,0.0362101131502319,1.1730664862639874e-05,0.999933896064407,,0.0058426679218333,0.9948072985286402,0.9994213742571548,,47.879722022352055,0.10588235294117647,0.08235294117647059
elastic,True,0.5,100.0,500,,,,,,,,,,,,elastic1000.5_succ,,cifar,conv12,100,85,85,1.0,25.150216853618623,0.1642116057522156,2.653556294300977,0.0380704214467721,1.2147478748930984e-05,0.9999315070132436,,0.005931411018264,0.9948519386913856,0.9994408653107896,,47.858494478983616,0.10588235294117647,0.07058823529411765
elastic,True,0.5,150.0,500,,,,,,,,,,,,elastic1500.5_succ,,cifar,conv12,100,85,85,1.0,46.15288088083267,0.1636476921246332,2.7171334675129724,0.0366313524544239,1.203505934236579e-05,0.9999335286068728,,0.0058873203007186,0.9948197219016331,0.9995179972308535,,47.87019390773617,0.10588235294117647,0.08235294117647059
elastic,True,0.5,200.0,500,,,,,,,,,,,,elastic2000.5_succ,,cifar,conv12,100,85,85,1.0,58.13269952774048,0.1632569312282344,2.673864914038602,0.0366719081121332,1.2086012348074715e-05,0.9999341994915572,,0.0058613603510331,0.9948796998088928,0.9995292237723424,,47.92373846106905,0.10588235294117647,0.08235294117647059
elastic,True,0.5,300.0,500,,,,,,,,,,,,elastic3000.5_succ,,cifar,conv12,100,85,85,1.0,74.7612772655487,0.1648230785503983,2.5709986677941155,0.0387930573347736,1.2482811859337328e-05,0.9999313003595692,,0.0059011380191952,0.9944500919038974,0.9994942101306248,,47.9678629758611,0.11764705882352941,0.08235294117647059
elastic,True,1.0,10.0,500,,,,,,,,,,,,elastic101.0_succ,,cifar,conv12,100,85,85,1.0,6.092505867481232,0.1474711668951546,2.7629499170710057,0.029191355407238,9.727881590119804e-06,0.9999439213894856,,0.0053624938223105,0.9952976312840566,0.9995113817180434,,48.46301388267579,0.10588235294117647,0.058823529411764705
elastic,True,1.0,30.0,500,,,,,,,,,,,,elastic301.0_succ,,cifar,conv12,100,85,85,1.0,7.729308497905731,0.1574682185426354,2.743920034170151,0.0333316560177242,1.1009343126966016e-05,0.999939589579614,340.423391328763,0.0056819628914538,0.994797353803422,0.9994080155124656,48.90476432182717,47.9811759551999,0.08235294117647059,0.09411764705882353
elastic,True,1.0,50.0,500,,,,,,,,,,,,elastic501.0_succ,,cifar,conv12,100,85,85,1.0,12.890721242427826,0.1611598492216538,2.654469452535405,0.0362240609877249,1.1620494805941836e-05,0.9999340753096718,348.1961263998317,0.0058042966651012,0.9948422668807672,0.9994129959946788,50.02032769705354,47.895576309205445,0.09411764705882353,0.09411764705882353
elastic,True,1.0,70.0,500,,,,,,,,,,,,elastic701.0_succ,,cifar,conv12,100,85,85,1.0,25.948502163887024,0.1614582037114921,2.7494226843118668,0.0357780080507783,1.159139814573352e-05,0.999934174897298,349.9122082008965,0.005840156230208,0.9948090951392896,0.9993554003636675,50.26619665440636,47.863128156675806,0.09411764705882353,0.07058823529411765
elastic,True,1.0,90.0,500,,,,,,,,,,,,elastic901.0_succ,,cifar,conv12,100,85,85,1.0,23.067646427154543,0.1632943611482487,2.7618786755730125,0.0364775015150799,1.193724218942436e-05,0.9999326000696158,351.6495466528188,0.0058799295058144,0.9946612196180472,0.9994329521005738,50.504944519229554,47.83387418468403,0.10588235294117647,0.08235294117647059
elastic,True,1.0,100.0,500,,,,,,,,,,,,elastic1001.0_succ,,cifar,conv12,100,85,85,1.0,25.56759011745453,0.1655284582911168,2.7361559981808945,0.0378763630986213,1.2362539175649275e-05,0.9999310823963224,,0.0059749969520963,0.9945985241090972,0.9994318663003204,,47.79392635382516,0.10588235294117647,0.07058823529411765
elastic,True,1.0,150.0,500,,,,,,,,,,,,elastic1501.0_succ,,cifar,conv12,100,85,85,1.0,39.36710602045059,0.164167103237089,2.779648310121368,0.036304003307048,1.2075368210246578e-05,0.9999332957740584,,0.0059076313383828,0.9948043171844648,0.9995354108838628,,47.80595792598034,0.10588235294117647,0.08235294117647059
elastic,True,1.0,200.0,500,,,,,,,,,,,,elastic2001.0_succ,,cifar,conv12,100,85,85,1.0,50.19564874172211,0.1642189792740871,2.7232213235953275,0.0365234045421375,1.2186123772965516e-05,0.9999327873437122,,0.0058961930490278,0.9948651454082328,0.9995260157735362,,47.83756497713843,0.10588235294117647,0.08235294117647059
elastic,True,1.0,300.0,500,,,,,,,,,,,,elastic3001.0_succ,,cifar,conv12,100,85,85,1.0,77.5611905670166,0.1655043469303671,2.626498327009818,0.0385675789240528,1.2528125555890775e-05,0.9999312153719584,,0.0059239725940751,0.9944630280697144,0.9994925348205476,,47.90786338251723,0.11764705882352941,0.09411764705882353
