attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,csv_name,file_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,avg_l2,avg_l1,avg_linf,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb
deep,True,,70.0,500,5.0,,,,,,,,,,,,deep5.070_succ,cifar,conv12,100,85,84,0.9882352941176471,0.8758451175689698,0.8964282360947913,32.46747219988278,0.1126610752904699,0.00038080790692589646,0.9978863500881067,2081.695197104685,0.033322716436328545,0.9063562624174855,0.9962798622999162,299.198131805867,36.42623565204353
deep,False,,70.0,500,5.0,,,,,,,,,,,,deep5.070_miss,cifar,conv12,100,85,1,0.9882352941176471,0.8758451175689698,1.0146795511245728,38.271080017089844,0.12553292512893677,0.00033514796327838934,0.9992978780160087,1561.7495347497431,0.027119928396258635,0.8233085434955184,0.999046351232487,225.54159029233438,36.42623565204353
deep,True,,90.0,500,5.0,,,,,,,,,,,,deep5.090_succ,cifar,conv12,100,85,84,0.9882352941176471,1.0137574577331543,0.8964282360947913,32.46747219988278,0.1126610752904699,0.00038080790692589646,0.9978863500881067,2081.695197104685,0.033322716436328545,0.9063562624174855,0.9962798622999162,299.198131805867,36.42623565204353
deep,False,,90.0,500,5.0,,,,,,,,,,,,deep5.090_miss,cifar,conv12,100,85,1,0.9882352941176471,1.0137574577331543,1.0146795511245728,38.271080017089844,0.12553292512893677,0.00033514796327838934,0.9992978780160087,1561.7495347497431,0.027119928396258635,0.8233085434955184,0.999046351232487,225.54159029233438,36.42623565204353
deep,True,,100.0,500,5.0,,,,,,,,,,,,deep5.0100_succ,cifar,conv12,100,85,84,0.9882352941176471,1.099691321849823,0.8964282360947913,32.46747219988278,0.1126610752904699,0.00038080790692589646,0.9978863500881067,2081.695197104685,0.033322716436328545,0.9063562624174855,0.9962798622999162,299.198131805867,36.42623565204353
deep,False,,100.0,500,5.0,,,,,,,,,,,,deep5.0100_miss,cifar,conv12,100,85,1,0.9882352941176471,1.099691321849823,1.0146795511245728,38.271080017089844,0.12553292512893677,0.00033514796327838934,0.9992978780160087,1561.7495347497431,0.027119928396258635,0.8233085434955184,0.999046351232487,225.54159029233438,36.42623565204353
deep,True,,150.0,500,5.0,,,,,,,,,,,,deep5.0150_succ,cifar,conv12,100,85,84,0.9882352941176471,1.4711568856239319,0.8964282360947913,32.46747219988278,0.1126610752904699,0.00038080790692589646,0.9978863500881067,2081.695197104685,0.033322716436328545,0.9063562624174855,0.9962798622999162,299.198131805867,36.42623565204353
deep,False,,150.0,500,5.0,,,,,,,,,,,,deep5.0150_miss,cifar,conv12,100,85,1,0.9882352941176471,1.4711568856239319,1.0146795511245728,38.271080017089844,0.12553292512893677,0.00033514796327838934,0.9992978780160087,1561.7495347497431,0.027119928396258635,0.8233085434955184,0.999046351232487,225.54159029233438,36.42623565204353
deep,True,,200.0,500,5.0,,,,,,,,,,,,deep5.0200_succ,cifar,conv12,100,85,84,0.9882352941176471,1.8188739395141602,0.8964282360947913,32.46747219988278,0.1126610752904699,0.00038080790692589646,0.9978863500881067,2081.695197104685,0.033322716436328545,0.9063562624174855,0.9962798622999162,299.198131805867,36.42623565204353
deep,False,,200.0,500,5.0,,,,,,,,,,,,deep5.0200_miss,cifar,conv12,100,85,1,0.9882352941176471,1.8188739395141602,1.0146795511245728,38.271080017089844,0.12553292512893677,0.00033514796327838934,0.9992978780160087,1561.7495347497431,0.027119928396258635,0.8233085434955184,0.999046351232487,225.54159029233438,36.42623565204353
deep,True,,300.0,500,5.0,,,,,,,,,,,,deep5.0300_succ,cifar,conv12,100,85,84,0.9882352941176471,23.23944594144821,0.8964282360947913,32.46747219988278,0.1126610752904699,0.00038080790692589646,0.9978863500881067,2081.695197104685,0.033322716436328545,0.9063562624174855,0.9962798622999162,299.198131805867,36.42623565204353
deep,False,,300.0,500,5.0,,,,,,,,,,,,deep5.0300_miss,cifar,conv12,100,85,1,0.9882352941176471,23.23944594144821,1.0146795511245728,38.271080017089844,0.12553292512893677,0.00033514796327838934,0.9992978780160087,1561.7495347497431,0.027119928396258635,0.8233085434955184,0.999046351232487,225.54159029233438,36.42623565204353
