attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,csv_name,file_name,csv_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,avg_l2,avg_l1,avg_linf,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb
elastic,False,1,30.0,500,,,,,,,,,,,,,elastic301.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,8.060498547554015,0.0,0.0,0.0,,,,,,,,47.98300688025199
elastic,True,1,50.0,500,,,,,,,,,,,,,elastic501.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,13.645587465763093,0.16117807007774512,2.6546961299765863,0.036231616944452746,1.1623813415245984e-05,0.9999340392236825,348.2343549224233,0.005805417883680864,0.9948405287501485,0.9994103667669081,50.02582927958908,47.89517653876373
elastic,False,1,50.0,500,,,,,,,,,,,,,elastic501.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,13.645587465763093,0.0,0.0,0.0,,,,,,,,47.89517653876373
elastic,True,1,70.0,500,,,,,,,,,,,,,elastic701.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,18.685101187229158,0.16145852398775326,2.74928655903237,0.03577887110231657,1.1591654682915081e-05,0.9999341708644293,349.91492577093624,0.005840171184025167,0.9948138343105448,0.9993559899516854,50.266562061590754,47.86288707129961
elastic,False,1,70.0,500,,,,,,,,,,,,,elastic701.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,18.685101187229158,0.0,0.0,0.0,,,,,,,,47.86288707129961
elastic,True,1,90.0,500,,,,,,,,,,,,,elastic901.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,25.250390238761902,0.16328408985952358,2.7636487480985505,0.03641811670041551,1.1935371454970168e-05,0.9999325688519688,351.9232179848694,0.005881397249314497,0.9946708341036253,0.9994297328367927,50.54398526339719,47.826166909473
elastic,False,1,90.0,500,,,,,,,,,,,,,elastic901.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,25.250390238761902,0.0,0.0,0.0,,,,,,,,47.826166909473
elastic,True,3,10.0,500,,,,,,,,,,,,,elastic103.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,2.779160442352295,0.14848933717638046,2.8583940455256434,0.028780185016862532,9.854606951654917e-06,0.999942825016636,327.8905336015593,0.005401282663845263,0.9951114871077507,0.9994914356448783,47.10759210081396,48.41665144500821
elastic,False,3,10.0,500,,,,,,,,,,,,,elastic103.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,2.779160442352295,0.0,0.0,0.0,,,,,,,,48.41665144500821
elastic,True,3,30.0,500,,,,,,,,,,,,,elastic303.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,8.498246006965637,0.15882979960285687,2.913962578557209,0.03303660848733325,1.1233299571942042e-05,0.9999388728053733,343.9352920981296,0.005741482240182862,0.9947508973417596,0.9993987570938901,49.413576616302734,47.93124101619529
elastic,False,3,30.0,500,,,,,,,,,,,,,elastic303.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,8.498246006965637,0.0,0.0,0.0,,,,,,,,47.93124101619529
elastic,True,3,50.0,500,,,,,,,,,,,,,elastic503.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,14.91646146774292,0.16355582409856959,2.7830932765685232,0.03627017928379768,1.1911344752778925e-05,0.9999328577302409,353.0716790596481,0.005892639853995758,0.9948130669246629,0.9994444623658458,50.72091749433011,47.716162925099745
elastic,False,3,50.0,500,,,,,,,,,,,,,elastic503.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,14.91646146774292,0.0,0.0,0.0,,,,,,,,47.716162925099745
elastic,True,3,70.0,500,,,,,,,,,,,,,elastic703.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,20.256524267196657,0.16334944270012824,2.917481747386046,0.03563226311367687,1.1862109606568195e-05,0.9999323910113933,356.9857358175642,0.005910807300987132,0.9947163127061865,0.9993817815986363,51.28621714570359,47.74811381009965
elastic,False,3,70.0,500,,,,,,,,,,,,,elastic703.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,20.256524267196657,0.0,0.0,0.0,,,,,,,,47.74811381009965
elastic,True,3,90.0,500,,,,,,,,,,,,,elastic903.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,24.732129714488984,0.1643876652759676,2.8675160494915195,0.03633963872060919,1.2046423752435623e-05,0.9999325109051599,354.21974848473593,0.0059280130520669985,0.994601021694024,0.9994233566004834,50.8721109384982,47.74058824117846
elastic,False,3,90.0,500,,,,,,,,,,,,,elastic903.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,24.732129714488984,0.0,0.0,0.0,,,,,,,,47.74058824117846
elastic,True,5,10.0,500,,,,,,,,,,,,,elastic105.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,26.92418588876724,0.14876794137912844,2.880410800124068,0.028768913331672533,9.892562392545376e-06,0.9999436305632297,327.5975720477284,0.005411502556468253,0.9950462198009978,0.9994791333265605,47.06492821773966,48.400624164157605
elastic,False,5,10.0,500,,,,,,,,,,,,,elastic105.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,26.92418588876724,0.0,0.0,0.0,,,,,,,,48.400624164157605
elastic,True,5,30.0,500,,,,,,,,,,,,,elastic305.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,8.387526462078094,0.15907048237578061,2.908177012283076,0.03318096832248715,1.1263419406777063e-05,0.999938801424238,344.0549601460687,0.005748285064590571,0.994743353513553,0.999408247099808,49.43114501765939,47.920723183439875
elastic,False,5,30.0,500,,,,,,,,,,,,,elastic305.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,8.387526462078094,0.0,0.0,0.0,,,,,,,,47.920723183439875
elastic,True,5,50.0,500,,,,,,,,,,,,,elastic505.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,14.464660983085633,0.16366164788155427,2.799770093005336,0.03634423476533219,1.1932677366307305e-05,0.9999329479788488,352.93137389969525,0.005893299844864775,0.9948287752741167,0.9994045919976625,50.70314219770742,47.71607738470873
elastic,False,5,50.0,500,,,,,,,,,,,,,elastic505.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,14.464660983085633,0.0,0.0,0.0,,,,,,,,47.71607738470873
elastic,True,5,70.0,500,,,,,,,,,,,,,elastic705.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,20.192981679439544,0.1633824528438166,2.911625231837241,0.03574975736722813,1.1864471671125211e-05,0.9999323198089349,357.0959638794848,0.005909731199810281,0.9947157444587539,0.9993806378977991,51.300164260040496,47.749537746799454
elastic,False,5,70.0,500,,,,,,,,,,,,,elastic705.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,20.192981679439544,0.0,0.0,0.0,,,,,,,,47.749537746799454
elastic,True,5,90.0,500,,,,,,,,,,,,,elastic905.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,23.885797598361968,0.16497096059308516,2.944543253114883,0.03643314938369232,1.2146567259583434e-05,0.9999316223727299,357.87196722166897,0.005953183704211276,0.9945661069808729,0.999413073549179,51.398612214298424,47.742428098788054
elastic,False,5,90.0,500,,,,,,,,,,,,,elastic905.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,23.885797598361968,0.0,0.0,0.0,,,,,,,,47.742428098788054
elastic,True,7,10.0,500,,,,,,,,,,,,,elastic107.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,2.907833983898163,0.14895237093229302,2.974167734276822,0.028241970054762314,9.919140818659516e-06,0.9999434354500114,329.15012223968375,0.005424090144900874,0.9950412666916059,0.9994709347074507,47.291964846764785,48.40338254681154
elastic,False,7,10.0,500,,,,,,,,,,,,,elastic107.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,2.907833983898163,0.0,0.0,0.0,,,,,,,,48.40338254681154
elastic,True,7,30.0,500,,,,,,,,,,,,,elastic307.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,8.393903534412384,0.15898836367451694,2.9070942336969776,0.03323260468767038,1.1252474541018673e-05,0.9999388247610557,343.8293324636861,0.005742589450380059,0.9947458596966816,0.9994092036981892,49.39833408358065,47.9250005708795
elastic,False,7,30.0,500,,,,,,,,,,,,,elastic307.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,8.393903534412384,0.0,0.0,0.0,,,,,,,,47.9250005708795
elastic,True,7,50.0,500,,,,,,,,,,,,,elastic507.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,14.441416144371033,0.16380035693865466,2.8009976442497675,0.03665111240424913,1.1954100503903115e-05,0.9999330019110814,352.5536477571947,0.005904157163816898,0.994828442181196,0.9993969642916116,50.64981522436273,47.72273780985491
elastic,False,7,50.0,500,,,,,,,,,,,,,elastic507.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,14.441416144371033,0.0,0.0,0.0,,,,,,,,47.72273780985491
elastic,True,7,70.0,500,,,,,,,,,,,,,elastic707.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,19.830372698307038,0.1633824528438166,2.911625231837241,0.03574975736722813,1.1864471671125211e-05,0.9999323198089349,357.0959638794848,0.005909731199810281,0.9947157444587539,0.9993806378977991,51.300164260040496,47.749537746799454
elastic,False,7,70.0,500,,,,,,,,,,,,,elastic707.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,19.830372698307038,0.0,0.0,0.0,,,,,,,,47.749537746799454
elastic,True,7,90.0,500,,,,,,,,,,,,,elastic907.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,24.47757246017456,0.16497096059308516,2.944543253114883,0.03643314938369232,1.2146567259583434e-05,0.9999316223727299,357.87196722166897,0.005953183704211276,0.9945661069808729,0.999413073549179,51.398612214298424,47.742428098788054
elastic,False,7,90.0,500,,,,,,,,,,,,,elastic907.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,24.47757246017456,0.0,0.0,0.0,,,,,,,,47.742428098788054
elastic,True,10,10.0,500,,,,,,,,,,,,,elastic1010.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,2.543989324569702,0.14895237093229302,2.974167734276822,0.028241970054762314,9.919140818659516e-06,0.9999434354500114,329.15012223968375,0.005424090144900874,0.9950412666916059,0.9994709347074507,47.291964846764785,48.40338254681154
elastic,False,10,10.0,500,,,,,,,,,,,,,elastic1010.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,2.543989324569702,0.0,0.0,0.0,,,,,,,,48.40338254681154
elastic,True,10,30.0,500,,,,,,,,,,,,,elastic3010.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,13.476324677467346,0.1592121594140949,2.9080634391870794,0.03342748157258951,1.1283179571285513e-05,0.9999388075884648,343.8458966217249,0.0057505924767720035,0.9947427414769416,0.9994069013010619,49.40185137301194,47.91661373761602
elastic,False,10,30.0,500,,,,,,,,,,,,,elastic3010.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,13.476324677467346,0.0,0.0,0.0,,,,,,,,47.91661373761602
elastic,True,10,50.0,500,,,,,,,,,,,,,elastic5010.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,12.743305289745331,0.16400414317886805,2.797622966238287,0.03711595565596253,1.1987505788674517e-05,0.9999329173039533,352.17275727485884,0.005907131758673161,0.9948335447861486,0.999411078209228,50.596525490217324,47.733615517594004
elastic,False,10,50.0,500,,,,,,,,,,,,,elastic5010.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,12.743305289745331,0.0,0.0,0.0,,,,,,,,47.733615517594004
elastic,True,10,70.0,500,,,,,,,,,,,,,elastic7010.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,18.463552758693694,0.1633824528438166,2.911625231837241,0.03574975736722813,1.1864471671125211e-05,0.9999323198089349,357.0959638794848,0.005909731199810281,0.9947157444587539,0.9993806378977991,51.300164260040496,47.749537746799454
elastic,False,10,70.0,500,,,,,,,,,,,,,elastic7010.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,18.463552758693694,0.0,0.0,0.0,,,,,,,,47.749537746799454
elastic,True,10,90.0,500,,,,,,,,,,,,,elastic9010.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,24.294933526515962,0.1649709492458274,2.9445431097131203,0.03643314938369232,1.2146566466812854e-05,0.9999316223742999,357.8719510729602,0.005953183397204871,0.994566107289032,0.9994130738708042,51.398609855763254,47.742428891496004
elastic,False,10,90.0,500,,,,,,,,,,,,,elastic9010.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,24.294933526515962,0.0,0.0,0.0,,,,,,,,47.742428891496004
elastic,True,20,10.0,500,,,,,,,,,,,,,elastic1020.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,2.831431655883789,0.14895237093229302,2.974167734276822,0.028241970054762314,9.919140818659516e-06,0.9999434354500114,329.15012223968375,0.005424090144900874,0.9950412666916059,0.9994709347074507,47.291964846764785,48.40338254681154
elastic,False,20,10.0,500,,,,,,,,,,,,,elastic1020.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,2.831431655883789,0.0,0.0,0.0,,,,,,,,48.40338254681154
elastic,True,20,30.0,500,,,,,,,,,,,,,elastic3020.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,7.925922400951386,0.15938296558062226,2.9680809999200704,0.0330386207724525,1.1308479292797756e-05,0.9999382935651974,346.0531078124852,0.005766754566019887,0.9947044235841545,0.999411999983564,49.720105705946544,47.92553117020824
elastic,False,20,30.0,500,,,,,,,,,,,,,elastic3020.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,7.925922400951386,0.0,0.0,0.0,,,,,,,,47.92553117020824
elastic,True,20,50.0,500,,,,,,,,,,,,,elastic5020.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,17.081920776367188,0.16390213180031113,2.864341934450582,0.036141861481237575,1.197049649325381e-05,0.9999323981801416,355.15184877264045,0.005912971997319937,0.994790618230945,0.9994296583370202,51.024501429737796,47.727684517370406
elastic,False,20,50.0,500,,,,,,,,,,,,,elastic5020.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,17.081920776367188,0.0,0.0,0.0,,,,,,,,47.727684517370406
elastic,True,20,70.0,500,,,,,,,,,,,,,elastic7020.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,18.037337284088135,0.1633824528438166,2.911625231837241,0.03574975736722813,1.1864471671125211e-05,0.9999323198089349,357.0959638794848,0.005909731199810281,0.9947157444587539,0.9993806378977991,51.300164260040496,47.749537746799454
elastic,False,20,70.0,500,,,,,,,,,,,,,elastic7020.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,18.037337284088135,0.0,0.0,0.0,,,,,,,,47.749537746799454
elastic,True,20,90.0,500,,,,,,,,,,,,,elastic9020.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,23.526156501770018,0.16497096059308516,2.944543253114883,0.03643314938369232,1.2146567259583434e-05,0.9999316223727299,357.87196722166897,0.005953183704211276,0.9945661069808729,0.999413073549179,51.398612214298424,47.742428098788054
elastic,False,20,90.0,500,,,,,,,,,,,,,elastic9020.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,23.526156501770018,0.0,0.0,0.0,,,,,,,,47.742428098788054
elastic,True,50,10.0,500,,,,,,,,,,,,,elastic1050.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,8.783602361679078,0.14895237093229302,2.974167734276822,0.028241970054762314,9.919140818659516e-06,0.9999434354500114,329.15012223968375,0.005424090144900874,0.9950412666916059,0.9994709347074507,47.291964846764785,48.40338254681154
elastic,False,50,10.0,500,,,,,,,,,,,,,elastic1050.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,8.783602361679078,0.0,0.0,0.0,,,,,,,,48.40338254681154
elastic,True,50,30.0,500,,,,,,,,,,,,,elastic3050.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,8.525527064800263,0.15938296558062226,2.9680809999200704,0.0330386207724525,1.1308479292797756e-05,0.9999382935651974,346.0531078124852,0.005766754566019887,0.9947044235841545,0.999411999983564,49.720105705946544,47.92553117020824
elastic,False,50,30.0,500,,,,,,,,,,,,,elastic3050.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,8.525527064800263,0.0,0.0,0.0,,,,,,,,47.92553117020824
elastic,True,50,50.0,500,,,,,,,,,,,,,elastic5050.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,13.092490499019624,0.16390213180031113,2.864341934450582,0.036141861481237575,1.197049649325381e-05,0.9999323981801416,355.15184877264045,0.005912971997319937,0.994790618230945,0.9994296583370202,51.024501429737796,47.727684517370406
elastic,False,50,50.0,500,,,,,,,,,,,,,elastic5050.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,13.092490499019624,0.0,0.0,0.0,,,,,,,,47.727684517370406
elastic,True,50,70.0,500,,,,,,,,,,,,,elastic7050.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,21.76127858400345,0.1633824528438166,2.911625231837241,0.03574975736722813,1.1864471671125211e-05,0.9999323198089349,357.0959638794848,0.005909731199810281,0.9947157444587539,0.9993806378977991,51.300164260040496,47.749537746799454
elastic,False,50,70.0,500,,,,,,,,,,,,,elastic7050.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,21.76127858400345,0.0,0.0,0.0,,,,,,,,47.749537746799454
elastic,True,50,90.0,500,,,,,,,,,,,,,elastic9050.0_succ,gen_list_elastic,cifar,conv12,100,85,85,1.0,24.104041249752044,0.16497096059308516,2.944543253114883,0.03643314938369232,1.2146567259583434e-05,0.9999316223727299,357.87196722166897,0.005953183704211276,0.9945661069808729,0.999413073549179,51.398612214298424,47.742428098788054
elastic,False,50,90.0,500,,,,,,,,,,,,,elastic9050.0_miss,gen_list_elastic,cifar,conv12,100,85,0,1.0,24.104041249752044,0.0,0.0,0.0,,,,,,,,47.742428098788054
