attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,file_name,csv_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,avg_l2,avg_l1,avg_linf,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb,magnet_det_rate,squeezer_det_rate
elastic,True,0,10.0,500,,,,,,,,,,,,elastic100.0_succ,,cifar,conv12,100,85,85,1.0,2.789820122718811,0.1468907269446316,2.8832324690304945,0.0279683396458247,9.715578636087253e-06,0.9999443576264948,325.0159919615129,0.0053485065121499,0.9949698764171588,0.9994987402954624,46.69419555098899,48.51896093682504,0.10588235294117647,0.08235294117647059
elastic,True,0,30.0,500,,,,,,,,,,,,elastic300.0_succ,,cifar,conv12,100,85,85,1.0,8.005548837184906,0.1547018814213592,2.6707754975985303,0.0333567498354488,1.0746257694234332e-05,0.9999414592066436,332.6834386747255,0.0055796736131924,0.9949726209431664,0.9994841642765938,47.78380473474847,48.1815146592758,0.09411764705882353,0.08235294117647059
elastic,True,0,50.0,500,,,,,,,,,,,,elastic500.0_succ,,cifar,conv12,100,85,85,1.0,13.351967825889588,0.158029106657217,2.699989425634086,0.0345919197550282,1.1207488418103878e-05,0.9999363278899788,342.34255906186456,0.0056978795197953,0.9949605620407752,0.9994757484744284,49.176252061836735,48.04569443320782,0.09411764705882353,0.08235294117647059
elastic,True,0,70.0,500,,,,,,,,,,,,elastic700.0_succ,,cifar,conv12,100,85,85,1.0,18.69813134908676,0.1598610932952967,2.681780895450729,0.035987082433123,1.1411480098707256e-05,0.9999355007834604,345.7997492005058,0.0057809325045839,0.9949361325392688,0.9994108472844084,49.674772005040914,47.97945738105225,0.09411764705882353,0.07058823529411765
elastic,True,1,10.0,500,,,,,,,,,,,,elastic101.0_succ,,cifar,conv12,100,85,85,1.0,2.673100996017456,0.1474827918611125,2.763359267810229,0.0291970932882412,9.729641255177084e-06,0.999943913990855,324.3686938940387,0.0053629248710507,0.995293092645516,0.9995109694630188,46.59508135334267,48.46275029115013,0.10588235294117647,0.058823529411764705
elastic,True,1,30.0,500,,,,,,,,,,,,elastic301.0_succ,,cifar,conv12,100,85,85,1.0,8.060498547554015,0.1574207695396513,2.736878897820764,0.0333074836063412,1.1003886372134208e-05,0.9999396123690576,340.20358903683194,0.0056790560890845,0.9948155093034644,0.999393507917525,48.873061188664906,47.98300688025199,0.08235294117647059,0.09411764705882353
elastic,True,1,50.0,500,,,,,,,,,,,,elastic501.0_succ,,cifar,conv12,100,85,85,1.0,13.645587465763091,0.1611780700777451,2.6546961299765863,0.0362316169444527,1.1623813415245984e-05,0.9999340392236824,348.2343549224233,0.0058054178836808,0.9948405287501484,0.999410366766908,50.02582927958908,47.89517653876373,0.09411764705882353,0.09411764705882353
elastic,True,1,70.0,500,,,,,,,,,,,,elastic701.0_succ,,cifar,conv12,100,85,85,1.0,18.68510118722916,0.1614585239877532,2.74928655903237,0.0357788711023165,1.159165468291508e-05,0.9999341708644292,349.91492577093624,0.0058401711840251,0.9948138343105448,0.9993559899516854,50.266562061590754,47.86288707129961,0.09411764705882353,0.07058823529411765
elastic,True,1,90.0,500,,,,,,,,,,,,elastic901.0_succ,,cifar,conv12,100,85,85,1.0,25.250390238761906,0.1632840898595235,2.7636487480985505,0.0364181167004155,1.1935371454970168e-05,0.9999325688519688,351.9232179848694,0.0058813972493144,0.9946708341036252,0.9994297328367928,50.54398526339719,47.826166909473,0.10588235294117647,0.08235294117647059
elastic,True,3,10.0,500,,,,,,,,,,,,elastic103.0_succ,,cifar,conv12,100,85,85,1.0,2.779160442352295,0.1484893371763804,2.858394045525644,0.0287801850168625,9.854606951654917e-06,0.999942825016636,327.8905336015593,0.0054012826638452,0.9951114871077508,0.9994914356448784,47.10759210081396,48.41665144500821,0.11764705882352941,0.08235294117647059
